V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.COUNTY_FIPS,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,V_GHG_EMITTER_FACILITIES.YEAR,V_GHG_EMITTER_FACILITIES.ZIP,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
Bergen,34003,1000742,Bergen,40.83274,-74.00293,NJ,NEW JERSEY,2011,7657,1.5,Kerosene,,,2011,Methane,46.31
Bergen,34003,1000742,Bergen,40.83274,-74.00293,NJ,NEW JERSEY,2011,7657,0.8,Kerosene,,,2011,Carbon Dioxide,2433352.1
Bergen,34003,1000742,Bergen,40.83274,-74.00293,NJ,NEW JERSEY,2011,7657,0.8,Kerosene,,,2011,Biogenic Carbon dioxide,0
Bergen,34003,1000742,Bergen,40.83274,-74.00293,NJ,NEW JERSEY,2011,7657,1,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.5,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.2,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.8,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.4,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0,Kerosene,,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.8,Kerosene,,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.3,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.3,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.1,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.2,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.5,Kerosene,,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.7,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.2,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.1,Kerosene,,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.4,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.7,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.8,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.5,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.5,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.4,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.7,Kerosene,,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.3,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.1,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.2,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.5,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.7,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.2,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.5,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.1,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.4,Kerosene,,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.2,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0,Kerosene,,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.8,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.3,Kerosene,,,2011,Nitrous Oxide,0.131
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.2,Kerosene,,,2011,Methane,1.06
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.5,Kerosene,,,2011,Carbon Dioxide,50595.6
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.5,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,4.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Burlington,34005,1000743,Burlington Generating Station,40.06526,-74.84215,NJ,NEW JERSEY,2011,8016,0.2,Kerosene,,,2011,Nitrous Oxide,0.131
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.2,Kerosene,,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.2,Kerosene,,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.6,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.8,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.8,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.1,Kerosene,,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0,Kerosene,,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0,Kerosene,,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0,Kerosene,,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.2,Kerosene,,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.1,Kerosene,,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.6,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.2,Kerosene,,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.8,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.8,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.1,Kerosene,,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0.1,Kerosene,,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.6,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.6,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.9
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,0,Kerosene,,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.097
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,47599.4
Middlesex,34023,1000744,Edison,40.51505,-74.39569,NJ,NEW JERSEY,2011,8817,1.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.9
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.8,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.2,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,4.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.2,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.6,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.6,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,4.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.1,Kerosene,,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.2,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,4.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,4.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.2,Kerosene,,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.2,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0,Kerosene,,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0,Kerosene,,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.2,Kerosene,,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.8,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0,Kerosene,,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.6,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.4,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.2,Kerosene,,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.2,Kerosene,,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.8,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.1,Kerosene,,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0,Kerosene,,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3.2,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.4,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3.2,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.6,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.4,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.4,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.8,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.1,Kerosene,,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,0.1,Kerosene,,,2011,Biogenic Carbon dioxide,0
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3.2,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,92205.6
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,3.2,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.182
Essex,34013,1000745,Essex,40.7375,-74.1211,NJ,NEW JERSEY,2011,7105,2.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.76
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Residual Fuel Oil No. 6,,,2011,Methane,205.62
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4288.6,Bituminous,,,2011,Carbon Dioxide,1784718
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4288.6,Bituminous,,,2011,Nitrous Oxide,29.845
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,24.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,29.845
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Residual Fuel Oil No. 6,,,2011,Biogenic Carbon dioxide,0
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4.5,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1784718
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Distillate Fuel Oil No. 2,,,2011,Methane,205.62
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4.5,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4288.6,Bituminous,,,2011,Biogenic Carbon dioxide,0
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,1784718
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4288.6,Bituminous,,,2011,Methane,205.62
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Residual Fuel Oil No. 6,,,2011,Carbon Dioxide,1784718
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Residual Fuel Oil No. 6,,,2011,Nitrous Oxide,29.845
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4.5,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,29.845
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,24.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1784718
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,24.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,205.62
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,24.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,4.5,Natural Gas (Weighted U.S. Average),,,2011,Methane,205.62
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,29.845
Hudson,34017,1000746,Hudson Generating Station,40.74716,-74.073039,NJ,NEW JERSEY,2011,7306,0,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,0.3,Kerosene,,,2011,Methane,0.94
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,4,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,48949.4
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,1.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.102
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,4.4,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,0.4,Kerosene,,,2011,Methane,0.94
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,0,Kerosene,,,2011,Methane,0.94
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,1.4,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,48949.4
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,1.4,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.102
Hudson,34017,1000747,Kearny Generating Station,40.75851,-74.13467,NJ,NEW JERSEY,2011,7032,3.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.102
