V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.COUNTY_FIPS,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,V_GHG_EMITTER_FACILITIES.YEAR,V_GHG_EMITTER_FACILITIES.ZIP,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
San Diego,6073,1000067,Cuyamaca Energy Facility,32.79022,-116.96687,CA,CALIFORNIA,2012,92020,10.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
San Diego,6073,1000067,Cuyamaca Energy Facility,32.79022,-116.96687,CA,CALIFORNIA,2012,92020,10.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.052
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,98.5,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.966
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,98.5,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,520730.4
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,104.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,9.66
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,104.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,104.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.966
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,104.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,520730.4
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,98.5,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Clark,32003,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,2012,89165,98.5,Natural Gas (Weighted U.S. Average),,,2012,Methane,9.66
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,57206.9
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,3.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.07
