V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,0.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.19
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,0.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,9697.1
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,9697.1
Outagamie,1000078,Combined Locks Energy Center  LLC,44.26224,-88.30648,WI,WISCONSIN,1.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.09
Outagamie,1000078,Combined Locks Energy Center  LLC,44.26224,-88.30648,WI,WISCONSIN,1.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,4817
Outagamie,1000078,Combined Locks Energy Center  LLC,44.26224,-88.30648,WI,WISCONSIN,1.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Outagamie,1000078,Combined Locks Energy Center  LLC,44.26224,-88.30648,WI,WISCONSIN,1.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.009
Solano,1000080,Creed Energy Center,38.24245,-121.85656,CA,CALIFORNIA,2.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,6622.1
Solano,1000080,Creed Energy Center,38.24245,-121.85656,CA,CALIFORNIA,2.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Solano,1000080,Creed Energy Center,38.24245,-121.85656,CA,CALIFORNIA,2.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.12
Solano,1000080,Creed Energy Center,38.24245,-121.85656,CA,CALIFORNIA,2.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.012
Solano,1000081,Lambie Energy Center,38.2216,-121.8683,CA,CALIFORNIA,2.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.012
Solano,1000081,Lambie Energy Center,38.2216,-121.8683,CA,CALIFORNIA,2.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.12
Solano,1000081,Lambie Energy Center,38.2216,-121.8683,CA,CALIFORNIA,2.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,6241.9
Solano,1000081,Lambie Energy Center,38.2216,-121.8683,CA,CALIFORNIA,2.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Solano,1000082,Goose Haven Energy Center,38.22691,-121.84272,CA,CALIFORNIA,2.5,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.12
Solano,1000082,Goose Haven Energy Center,38.22691,-121.84272,CA,CALIFORNIA,2.5,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,6541.6
Solano,1000082,Goose Haven Energy Center,38.22691,-121.84272,CA,CALIFORNIA,2.5,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.012
Solano,1000082,Goose Haven Energy Center,38.22691,-121.84272,CA,CALIFORNIA,2.5,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,7,Distillate Fuel Oil No. 2,,,2012,Methane,805.85
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8248.6,Mixed (Electric Power sector),,,2012,Biogenic Carbon dioxide,0
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,6.5,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,6833370.4
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8660.6,Mixed (Electric Power sector),,,2012,Carbon Dioxide,6833370.4
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8660.6,Mixed (Electric Power sector),,,2012,Methane,805.85
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8248.6,Mixed (Electric Power sector),,,2012,Carbon Dioxide,6833370.4
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,6.5,Distillate Fuel Oil No. 2,,,2012,Methane,805.85
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8660.6,Mixed (Electric Power sector),,,2012,Biogenic Carbon dioxide,0
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,7,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,117.249
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,7,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,6833370.4
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,6.5,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,117.249
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8660.6,Mixed (Electric Power sector),,,2012,Nitrous Oxide,117.249
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,7,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,6.5,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8248.6,Mixed (Electric Power sector),,,2012,Nitrous Oxide,117.249
Seminole,1000084,Seminole (136),28.68183,-81.27935,FL,FLORIDA,8248.6,Mixed (Electric Power sector),,,2012,Methane,805.85
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0.1,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,49893.4
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,13.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.92
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,49893.4
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.093
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Methane,0.92
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,5.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.92
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,13.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0.1,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,13.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,49893.4
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,5.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0.1,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.093
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,13.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.093
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,5.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.093
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,5.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,49893.4
Hart,1000085,Hartwell Energy Facility,34.34999,-82.84999,GA,GEORGIA,0.1,Distillate Fuel Oil No. 2,,,2012,Methane,0.92
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.534,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.357
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.534,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,19100.5
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.534,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.116,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.036
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.844,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.036
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.009,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,19100.5
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.116,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.009,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.009,Distillate Fuel Oil No. 2,,,2012,Methane,0.357
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.534,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.036
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.844,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.116,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,19100.5
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.844,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,19100.5
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,3.844,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.357
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.009,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.036
Kent,1000087,NRG Energy Center Dover,39.16939,-75.5706,DE,DELAWARE,0.116,Distillate Fuel Oil No. 2,,,2012,Methane,0.357
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,259.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,284.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1969838.4
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,223.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,284.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,36.54
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,259.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.654
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,259.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,36.54
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,223.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.654
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,223.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,36.54
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,284.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.654
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,284.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,259.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1969838.4
Middlesex,1000095,Red Oak Power LLC,40.4481,-74.3497,NJ,NEW JERSEY,223.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1969838.4
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,0.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.04
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,20664.1
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.4
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,20664.1
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.04
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.4
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,0.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,0.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,20664.1
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,0.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.4
Cook,1000096,Southeast Chicago Energy Project,41.7181,-87.5449,IL,ILLINOIS,1.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.04
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,58.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,58.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,127,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,191.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,52.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,127,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,191.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,42.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,39.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,58.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,52.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,39.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,58.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,127,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,191.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,191.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,42.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,42.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,42.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,52.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,126,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,127,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,179.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,39.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,126,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,179.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,179.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,52.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,39.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,179.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,38.91
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,126,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2098538.3
Maricopa,1000097,Gila River Power Station,32.9761,-112.6941,AZ,ARIZONA,126,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.891
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,314.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,29.65
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,314.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,308.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,2.965
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,314.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1598656.5
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,308.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,29.65
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,308.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,314.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,2.965
Parker,1000098,Wise County Power Company  LLC,32.98897,-97.87807,TX,TEXAS,308.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1598656.5
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,84.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,561586.7
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,80.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,54.5,Natural Gas (Weighted U.S. Average),,,2012,Methane,10.41
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,84.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,1.041
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,54.5,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,1.041
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,80.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,10.41
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,84.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,80.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,561586.7
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,54.5,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,561586.7
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,84.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,10.41
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,54.5,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Maricopa,1000100,New Harquahala Generating Company  LLC,33.476676,-113.11322,AZ,ARIZONA,80.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,1.041
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,224.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.954
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,322.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2131770.2
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,322.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,39.54
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,283.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,39.54
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,322.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.954
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,224.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,39.54
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,283.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2131770.2
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,322.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,224.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2131770.2
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,283.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.954
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,224.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Greene,1000101,Athens Generating Company,42.28888,-73.81238,NY,NEW YORK,283.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Kern,1000102,Sunrise Power Company,35.24332,-119.57745,CA,CALIFORNIA,154.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,15.36
Kern,1000102,Sunrise Power Company,35.24332,-119.57745,CA,CALIFORNIA,168.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,828025.7
Kern,1000102,Sunrise Power Company,35.24332,-119.57745,CA,CALIFORNIA,154.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,828025.7
Kern,1000102,Sunrise Power Company,35.24332,-119.57745,CA,CALIFORNIA,168.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
